name,latitude,longitude,geometry,Bundesland,Regierungsbezirk,Kreis,Typ
Rittergut Brokeloh,52.55090430000001,9.2099587,POINT (9.2099587 52.55090430000001),Niedersachsen,Hannover,Nienburg,Landkreise
Hof Frida,52.56037449999999,9.2962475,POINT (9.2962475 52.56037449999999),Niedersachsen,Hannover,Nienburg,Landkreise
Pier 19 Stegplätze und Segeln am Steinhuder Meer,52.49049419999999,9.3229398,POINT (9.3229398 52.49049419999999),Niedersachsen,Hannover,Hanover,Landkreise
Portacamp,52.63281629999999,9.194738599999996,POINT (9.194738599999996 52.63281629999999),Niedersachsen,Hannover,Nienburg,Landkreise
Wohnmobilstellplatz,52.5068391,9.4661336,POINT (9.4661336 52.5068391),Niedersachsen,Hannover,Hanover,Landkreise
Unser kleiner Hof,52.69399,9.07527,POINT (9.07527 52.69399),Niedersachsen,Hannover,Nienburg,Landkreise
Federation of Family Sports and free lifestyle e.V.,52.40249739999999,9.8720527,POINT (9.8720527 52.40249739999999),Niedersachsen,Hannover,Hanover,Landkreise
"Camping and Leisure Living ""Arnumer See""",52.3016407,9.7477062,POINT (9.7477062 52.3016407),Niedersachsen,Hannover,Hanover,Landkreise
Camping & Freizeit Parksee Lohne,52.453779,9.8562776,POINT (9.8562776 52.453779),Niedersachsen,Hannover,Hanover,Landkreise
Wake & Ski Blue Lake,52.420467,9.554517,POINT (9.554517 52.420467),Niedersachsen,Hannover,Hanover,Landkreise
Campingplatz Drakenburg,52.6948,9.200792,POINT (9.200792 52.6948),Niedersachsen,Hannover,Nienburg,Landkreise
Campingplatz Birkensee,52.304287,9.859829,POINT (9.859829 52.304287),Niedersachsen,Hannover,Hanover,Landkreise
Erholungsgebiet Doktor-See GmbH,52.18664569999999,9.059702599999998,POINT (9.059702599999998 52.18664569999999),Niedersachsen,Hannover,Schaumburg,Landkreise
Landgasthof Allerparadies,52.56719589999999,10.258913,POINT (10.258913 52.56719589999999),Niedersachsen,Luneburg,Celle,Landkreise
Campingpark Hüttensee - Camping Lüneburger Heide,52.71986,9.824800000000002,POINT (9.824800000000002 52.71986),Niedersachsen,Luneburg,Celle,Landkreise
Camping Paradiessee GbR,52.33613219999999,10.32619,POINT (10.32619 52.33613219999999),Niedersachsen,Braunschweig,Peine,Landkreise
Kinder- und Jugendzeltplatz des Landkreises Peine,52.4650421,10.2653021,POINT (10.2653021 52.4650421),Niedersachsen,Hannover,Hanover,Landkreise
Camping Am Allerstrand,52.5795322,10.2460327,POINT (10.2460327 52.5795322),Niedersachsen,Luneburg,Celle,Landkreise
Camping Südheide - Winsen / Aller,52.6729445,9.9358201,POINT (9.9358201 52.6729445),Niedersachsen,Luneburg,Celle,Landkreise
Waßmann Campingplatz,52.5313043,10.4900957,POINT (10.4900957 52.5313043),Niedersachsen,Braunschweig,Gifhorn,Landkreise
Campingplatz Irenensee KG,52.4654227,10.1604181,POINT (10.1604181 52.4654227),Niedersachsen,Hannover,Hanover,Landkreise
Camping Blauer See Garbsen,52.4192706,9.5463338,POINT (9.5463338 52.4192706),Niedersachsen,Hannover,Hanover,Landkreise
Camping Beversee,52.48431000000001,10.65101,POINT (10.65101 52.48431000000001),Niedersachsen,Braunschweig,Gifhorn,Landkreise
Jugendzeltplatz Almke | Stadtjugendring Wolfsburg e.V.,52.34997,10.86316,POINT (10.86316 52.34997),Niedersachsen,Braunschweig,Wolfsburg Städte,Kreisfreie Städte
Camingplatz Alte Wassermühle,52.6343137,10.4464875,POINT (10.4464875 52.6343137),Niedersachsen,Braunschweig,Gifhorn,Landkreise
Freibad Campingplatz,52.6712989,10.6905241,POINT (10.6905241 52.6712989),Niedersachsen,Braunschweig,Gifhorn,Landkreise
Camping Tankumsee,52.4520632,10.6127655,POINT (10.6127655 52.4520632),Niedersachsen,Braunschweig,Gifhorn,Landkreise
Kreativhof Kunrau,52.5646982,11.0254416,POINT (11.0254416 52.5646982),Sachsen-Anhalt,Magdeburg,Altmarkkreis Salzwedel,Landkreise
Freizeit & Camping Park Colbitz,52.3315243,11.6309132,POINT (11.6309132 52.3315243),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise
Campingplatz Räbke,52.1928284,10.8617998,POINT (10.8617998 52.1928284),Niedersachsen,Braunschweig,Helmstedt,Landkreise
Camping am See,51.910126,11.0849047,POINT (11.0849047 51.910126),Sachsen-Anhalt,Magdeburg,Halberstadt,Landkreise
Campingplatz Glockenheide,52.4073004,10.5095106,POINT (10.5095106 52.4073004),Niedersachsen,Braunschweig,Gifhorn,Landkreise
Laffert-Kobylinski P. von,52.49083,10.63417,POINT (10.63417 52.49083),Niedersachsen,Braunschweig,Gifhorn,Landkreise
Am Loosteich,52.28995,10.9901301,POINT (10.9901301 52.28995),Niedersachsen,Braunschweig,Helmstedt,Landkreise
Camping Waldwinkel,52.24254999999999,11.02549,POINT (11.02549 52.24254999999999),Niedersachsen,Braunschweig,Helmstedt,Landkreise
Allersee Campsite,52.4318639,10.8154002,POINT (10.8154002 52.4318639),Niedersachsen,Braunschweig,Wolfsburg Städte,Kreisfreie Städte
Camping im Drömling | Naturcampingplatz Badekuhle Wassensdorf,52.4553845,11.003506,POINT (11.003506 52.4553845),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise
Freizeit - und Zeltplatz e.V.,52.15310179999999,10.6302184,POINT (10.6302184 52.15310179999999),Niedersachsen,Braunschweig,Wolfenbüttel,Landkreise
"Campingplatz Bertingen (WoMo, WoWa und Zelter) + Tipidorf",52.35523209999999,11.8404477,POINT (11.8404477 52.35523209999999),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise
Campingplatz Erholungscenter Jersleber See,52.23723529999999,11.5833664,POINT (11.5833664 52.23723529999999),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise
Heide Camp Colbitz,52.3315913,11.6315791,POINT (11.6315791 52.3315913),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise
Family-Camp-Kellerwiehl,52.42403299999999,11.972508,POINT (11.972508 52.42403299999999),Sachsen-Anhalt,Magdeburg,Stendal,Landkreise
"Camping ""Niegripper Lake""",52.2733872,11.7923266,POINT (11.7923266 52.2733872),Sachsen-Anhalt,Magdeburg,Jerichower Land,Landkreise
Fight for Self Protection,52.2799749,11.3909412,POINT (11.3909412 52.2799749),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise
Camping-Oase Steinbruchsee Süplingen,52.28005940000001,11.3207759,POINT (11.3207759 52.28005940000001),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise
Camping Barleber See,52.2193189,11.6589869,POINT (11.6589869 52.2193189),Sachsen-Anhalt,Magdeburg,Magdeburg Städte,Kreisfreie Städte
Camping- und Ferienpark am Plauer See,52.399957,12.437257,POINT (12.437257 52.399957),Brandenburg,Brandenburg,Brandenburg an der Havel Städte,Kreisfreie Städte
Wa-Ca-Wi,52.6369347,11.9513646,POINT (11.9513646 52.6369347),Sachsen-Anhalt,Magdeburg,Stendal,Landkreise
Camping am See,52.36175000000001,12.394476,POINT (12.394476 52.36175000000001),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Zum Nussbaum - Erlebnishof Kützkow,52.48898999999999,12.4453,POINT (12.4453 52.48898999999999),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Steckelsdorfer See,52.6096261,12.2762467,POINT (12.2762467 52.6096261),Brandenburg,Brandenburg,Havelland,Landkreise
Stadtmarina Brandenburg Boote & Camping,52.42438310000001,12.5538139,POINT (12.5538139 52.42438310000001),Brandenburg,Brandenburg,Brandenburg an der Havel Städte,Kreisfreie Städte
CAMPINGPLATZ Seecamp Malge,52.36970969999999,12.4710687,POINT (12.4710687 52.36970969999999),Brandenburg,Brandenburg,Brandenburg an der Havel Städte,Kreisfreie Städte
Wassersportzentrum Alte Feuerwache,52.4054927,12.54829,POINT (12.54829 52.4054927),Brandenburg,Brandenburg,Brandenburg an der Havel Städte,Kreisfreie Städte
Campingplatz Himmelreich,52.35262359999999,12.9888611,POINT (12.9888611 52.35262359999999),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Campingpark Sanssouci,52.3616667,13.0075,POINT (13.0075 52.3616667),Brandenburg,Brandenburg,Potsdam Städte,Kreisfreie Städte
Campingplatz Butzow,52.4855708,12.5981266,POINT (12.5981266 52.4855708),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Camping Flachsberg Gortz,52.5026488,12.6637715,POINT (12.6637715 52.5026488),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Minicamping Van Dams Kirschenhof Bauernhof,52.37230999999999,12.8461856,POINT (12.8461856 52.37230999999999),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Dauercampingplatz Wachow,52.52579,12.71991,POINT (12.71991 52.52579),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Ferienhof Havelblick E. K.,52.47362,12.84156,POINT (12.84156 52.47362),Brandenburg,Brandenburg,Havelland,Landkreise
Ferienpark Porta Helena am Glindowsee,52.36042399999999,12.9166594,POINT (12.9166594 52.36042399999999),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Camping & Bootsliegeplatz,52.46892999999999,12.84983,POINT (12.84983 52.46892999999999),Brandenburg,Brandenburg,Havelland,Landkreise
Kiez School and Kindergarten Camp,52.3465281,12.9372544,POINT (12.9372544 52.3465281),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Rosemarie Friedel Camping & Friesenhof,52.66908,12.3406701,POINT (12.3406701 52.66908),Brandenburg,Brandenburg,Havelland,Landkreise
Easy Lodges Berlin,52.47999859999999,13.4178864,POINT (13.4178864 52.47999859999999),Berlin,Berlin,Berlin,Kreisfreie Städte
Hotel und City Camping Süd Hettler & Lange,52.40003,13.17977,POINT (13.17977 52.40003),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Campingplatz am Mahlower See bei Berlin,52.3649625,13.374899,POINT (13.374899 52.3649625),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise
Hotel und City Camping Nord Hettler & Lange,52.5489998,13.2566125,POINT (13.2566125 52.5489998),Berlin,Berlin,Berlin,Kreisfreie Städte
Campingplatz Berlin-Kladow,52.4537372,13.113806,POINT (13.113806 52.4537372),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
"Bäkewiese, Kinder- und Jugendzeltplatz",52.3953816,13.1595103,POINT (13.1595103 52.3953816),Berlin,Berlin,Berlin,Kreisfreie Städte
Campingplatz ICANOS e.V.,52.2771884,13.0174581,POINT (13.0174581 52.2771884),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Mobile Home Beratung,52.4055206,13.0623617,POINT (13.0623617 52.4055206),Brandenburg,Brandenburg,Potsdam Städte,Kreisfreie Städte
Camping Krossinsee 1930 GmbH,52.36857,13.68845,POINT (13.68845 52.36857),Berlin,Berlin,Berlin,Kreisfreie Städte
Interessengemeinschaft Campingobjekt „Tonsee“ e.V. Meißen,52.160184,13.68905,POINT (13.68905 52.160184),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Jan Charter Vermietungen Berlin,52.4177209,13.2934745,POINT (13.2934745 52.4177209),Berlin,Berlin,Berlin,Kreisfreie Städte
Am Motzener See,52.20959439999999,13.5670167,POINT (13.5670167 52.20959439999999),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise
Berlin camping Club e.V.,52.4640279,13.3291598,POINT (13.3291598 52.4640279),Berlin,Berlin,Berlin,Kreisfreie Städte
Campingplatz FSV Zeuthener See,52.3713012,13.651946,POINT (13.651946 52.3713012),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
FKK - Naturcamping am Tonsee,52.2555938,13.6689221,POINT (13.6689221 52.2555938),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Campingplatz Lankensee GmbH,52.3175037,13.7079006,POINT (13.7079006 52.3175037),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Marina Yacht- und Wohnmobilhafen Beeskow,52.1726252,14.2540591,POINT (14.2540591 52.1726252),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Freizeit- und Erholungsverein Am Klobichsee e. V.,52.5534754,14.1284567,POINT (14.1284567 52.5534754),Brandenburg,Brandenburg,Märkisch-Oderland,Landkreise
Bootshaus Bindowbrück Steinberg,52.28354299999999,13.739139,POINT (13.739139 52.28354299999999),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
BaSa- Camp Scharmützelsee UG (haftungsbeschränkt)- Dauercampingplatz Bad Saarow,52.25666399999999,14.047003,POINT (14.047003 52.25666399999999),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Campingplatz D 66 Campingclub Huschte See e.V.,52.2151731,13.7470212,POINT (13.7470212 52.2151731),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Campingplatz Grünheide,52.4194391,13.8324315,POINT (13.8324315 52.4194391),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Campingplatz Mölle-Süd-Camp,52.4343718,13.854662,POINT (13.854662 52.4343718),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Mölle Süd Camp Block E,52.4353586,13.8566111,POINT (13.8566111 52.4353586),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Dauercampingplatz,52.37130059999999,13.6985184,POINT (13.6985184 52.37130059999999),Berlin,Berlin,Berlin,Kreisfreie Städte
Campingplatz Müllrose,52.23178370000001,14.4238181,POINT (14.4238181 52.23178370000001),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Verein für Camping und Nah- erholung e.V.,52.2319772,14.4243672,POINT (14.4243672 52.2319772),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Herberge Mückenbusch,52.4440256,14.5518189,POINT (14.5518189 52.4440256),Brandenburg,Brandenburg,Märkisch-Oderland,Landkreise
Heidehof,52.5777648,14.5505191,POINT (14.5505191 52.5777648),Brandenburg,Brandenburg,Märkisch-Oderland,Landkreise
Campingplatz Waldsieversdorf,52.54451410000001,14.084656,POINT (14.084656 52.54451410000001),Brandenburg,Brandenburg,Märkisch-Oderland,Landkreise
The harbor restaurant,52.6744666,14.4425573,POINT (14.4425573 52.6744666),Brandenburg,Brandenburg,Märkisch-Oderland,Landkreise
Seepark Eiken GmbH & Co KG,52.9284226,7.245685500000001,POINT (7.245685500000001 52.9284226),Niedersachsen,Weser-Ems,Emsland,Landkreise
Campingplatz Kreuter,52.998217,7.3086012,POINT (7.3086012 52.998217),Niedersachsen,Weser-Ems,Emsland,Landkreise
Campingpark Gut Moorbeck,52.94160300000001,8.326091,POINT (8.326091 52.94160300000001),Niedersachsen,Weser-Ems,Oldenburg,Landkreise
Jugendzeltplatz Vrees,52.87721070000001,7.760028800000001,POINT (7.760028800000001 52.87721070000001),Niedersachsen,Weser-Ems,Emsland,Landkreise
Campingplatz Waldesruh,52.9163796,7.949855599999999,POINT (7.949855599999999 52.9163796),Niedersachsen,Weser-Ems,Cloppenburg,Landkreise
Campingplatz Deeken,52.92169000000001,7.947549999999999,POINT (7.947549999999999 52.92169000000001),Niedersachsen,Weser-Ems,Cloppenburg,Landkreise
Camping Wilken tourist place,52.938165,7.933550999999998,POINT (7.933550999999998 52.938165),Niedersachsen,Weser-Ems,Cloppenburg,Landkreise
Familiencampingplatz Haselünne - Camping mit Kindern | Freizeiteinrichtungen | Mobilheime und Blockhütten | Zeltplätze,52.66509,7.51289,POINT (7.51289 52.66509),Niedersachsen,Weser-Ems,Emsland,Landkreise
CC Graf-Anton-Guenther e.V.,52.9438026,8.296979499999999,POINT (8.296979499999999 52.9438026),Niedersachsen,Weser-Ems,Oldenburg,Landkreise
AueCamp,52.89905659999999,8.3544967,POINT (8.3544967 52.89905659999999),Niedersachsen,Weser-Ems,Oldenburg,Landkreise
Camping- und Mobilheimplatz,52.7912103,8.4384252,POINT (8.4384252 52.7912103),Niedersachsen,Weser-Ems,Vechta,Landkreise
Campingplatz Aschenbeck,52.933864,8.403937299999999,POINT (8.403937299999999 52.933864),Niedersachsen,Weser-Ems,Oldenburg,Landkreise
Hase Nature camping,52.69117110000001,7.3743368,POINT (7.3743368 52.69117110000001),Niedersachsen,Weser-Ems,Emsland,Landkreise
Reisemobilpark Sagter-Ems,53.12158,7.668279999999999,POINT (7.668279999999999 53.12158),Niedersachsen,Weser-Ems,Leer,Landkreise
Freizeit in Ihlbrock / Jockels Pinte /Campingplatz Huntesee,52.6631387,8.4737007,POINT (8.4737007 52.6631387),Niedersachsen,Hannover,Diepholz,Landkreise
Wohnmobilstellplatz,53.1685078,7.732990999999999,POINT (7.732990999999999 53.1685078),Niedersachsen,Weser-Ems,Leer,Landkreise
Reisemobil Stellplatz - Am Kuhhirten - Bremen,53.065143,8.818738,POINT (8.818738 53.065143),Bremen,Bremen,Bremen Städte,Kreisfreie Städte
Camping & Ferienpark Falkensteinsee,53.0465706,8.4638112,POINT (8.4638112 53.0465706),Niedersachsen,Weser-Ems,Oldenburg,Landkreise
Campingplatz Dönsel,52.63646250000001,8.510823499999999,POINT (8.510823499999999 52.63646250000001),Niedersachsen,Hannover,Diepholz,Landkreise
"Reinhold-Hartung Campingplatz Staatshausen, CP des LV Weser-Ems e.V. im DCC e.V.",52.7686272,8.812290599999999,POINT (8.812290599999999 52.7686272),Niedersachsen,Hannover,Diepholz,Landkreise
Campingplatz Katenkamp,53.00997,8.746220000000001,POINT (8.746220000000001 53.00997),Niedersachsen,Hannover,Diepholz,Landkreise
Spieker,52.87934,8.90099,POINT (8.90099 52.87934),Niedersachsen,Hannover,Diepholz,Landkreise
Weserbogen,52.71853659999999,9.208500999999998,POINT (9.208500999999998 52.71853659999999),Niedersachsen,Hannover,Nienburg,Landkreise
Camping For Heussen,52.87934,8.90099,POINT (8.90099 52.87934),Niedersachsen,Hannover,Diepholz,Landkreise
Campingplatz Seerose,52.87313699999999,9.149295,POINT (9.149295 52.87313699999999),Niedersachsen,Hannover,Nienburg,Landkreise
Camping Manor Hämelsee,52.7573327,9.3096535,POINT (9.3096535 52.7573327),Niedersachsen,Hannover,Nienburg,Landkreise
Jugend- und Pfadfindergelände Hasenheide,52.87728860000001,9.340089,POINT (9.340089 52.87728860000001),Niedersachsen,Luneburg,Verden,Landkreise
Camping Auf dem Simpel,53.0240836,9.8586969,POINT (9.8586969 53.0240836),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
Südsee-Camp,52.931671,9.965242000000002,POINT (9.965242000000002 52.931671),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
Campingplatz Helberger Mühle,52.8274,9.50688,POINT (9.50688 52.8274),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
Camp Adventure Academy GmbH,52.84832039999999,9.4645415,POINT (9.4645415 52.84832039999999),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
SONNENHOF - apartments and farm Camping,52.8299154,9.4918009,POINT (9.4918009 52.8299154),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
Camping-Urlaub,52.8516679,9.5879315,POINT (9.5879315 52.8516679),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
Dieter Lange,52.88650869999999,9.748264499999998,POINT (9.748264499999998 52.88650869999999),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
Campingplatz Imbrock,52.94811050000001,9.8486611,POINT (9.8486611 52.94811050000001),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
Ferienpark Heidesee,52.8740022,10.2269691,POINT (10.2269691 52.8740022),Niedersachsen,Luneburg,Celle,Landkreise
FB Camping Gruppe,52.83064599999999,10.094566,POINT (10.094566 52.83064599999999),Niedersachsen,Luneburg,Celle,Landkreise
Südseecamp Arena für Veranstaltungen,52.9345152,9.9706359,POINT (9.9706359 52.9345152),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
Ferienparadies Mühlenbach,52.9871175,9.910343500000002,POINT (9.910343500000002 52.9871175),Niedersachsen,Luneburg,Soltau-Fallingbostel,Landkreise
heidecamping-gerdehaus,52.8752286,10.1967958,POINT (10.1967958 52.8752286),Niedersachsen,Luneburg,Celle,Landkreise
Gina Cordes,53.0086592,10.2956901,POINT (10.2956901 53.0086592),Niedersachsen,Luneburg,Uelzen,Landkreise
DieOutdoorSchmiede - PädIn e.V,53.1706641,10.4284896,POINT (10.4284896 53.1706641),Niedersachsen,Luneburg,Lüneburg,Landkreise
Kanu Rahmann,53.1712536,10.4281433,POINT (10.4281433 53.1712536),Niedersachsen,Luneburg,Lüneburg,Landkreise
skippercamping GmbH,53.10175,11.1112896,POINT (11.1112896 53.10175),Niedersachsen,Luneburg,Lüchow-Dannenberg,Landkreise
Fremdenverkehrsbetrieb Luftkurort Arendsee,52.8898877,11.5007373,POINT (11.5007373 52.8898877),Sachsen-Anhalt,Magdeburg,Altmarkkreis Salzwedel,Landkreise
Camping Bankerhof,53.191902,11.000657,POINT (11.000657 53.191902),Niedersachsen,Luneburg,Lüneburg,Landkreise
WasserWanderZentrum Dömitz,53.1411791,11.2597938,POINT (11.2597938 53.1411791),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise
Camping on Hardausee,52.869511,10.422645,POINT (10.422645 52.869511),Niedersachsen,Luneburg,Uelzen,Landkreise
"Campingplatz + Bootsanleger ""Find’s hier"" Neu Kaliß",53.17855,11.29813,POINT (11.29813 53.17855),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise
Uhlenköper-Camp Uelzen,53.00006239999999,10.5158177,POINT (10.5158177 53.00006239999999),Niedersachsen,Luneburg,Uelzen,Landkreise
Camping Bad Bodenteich GmbH,52.84562,10.6623228,POINT (10.6623228 52.84562),Niedersachsen,Luneburg,Uelzen,Landkreise
Campingpark Fuhrenkamp,52.88735800000001,10.9748701,POINT (10.9748701 52.88735800000001),Niedersachsen,Luneburg,Lüchow-Dannenberg,Landkreise
Naturcamping Ahlumer See,52.6954313,11.0061937,POINT (11.0061937 52.6954313),Sachsen-Anhalt,Magdeburg,Altmarkkreis Salzwedel,Landkreise
"Ulf Gieske, Wohnmobilstellplatz ""Storchenwiese""",52.983377,11.673378,POINT (11.673378 52.983377),Sachsen-Anhalt,Magdeburg,Stendal,Landkreise
Bootsanleger & Camping Neu Göhren,53.1919593,11.374949,POINT (11.374949 53.1919593),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Ludwigslust,Landkreise
